qnt,c2_p,c4_p,c5_p,c2_p_normalized,c4_p_normalized,c5_p_normalized,c2_real,c4_real,c5_real
HDy_syn,0.37,1.0,0.95,0.16,0.43,0.41,0.69,0.16,0.15
CC2,0.59,0.26,0.15,0.59,0.26,0.15,0.69,0.16,0.15
PWK,0.58,0.19,0.23,0.58,0.19,0.23,0.69,0.16,0.15
HDx,0.76,0.12,0.06,0.76,0.12,0.06,0.69,0.16,0.15
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.7,0.11,0.19,0.7,0.11,0.19,0.69,0.16,0.15
KDEyHD,0.0,0.89,0.11,0.0,0.89,0.11,0.69,0.16,0.15
KDEyCS,0.0,0.93,0.07,0.0,0.93,0.07,0.69,0.16,0.15
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
CC,0.42,0.86,0.87,0.2,0.4,0.4,0.69,0.16,0.15
PCC,0.46,0.67,0.84,0.23,0.34,0.43,0.69,0.16,0.15
ACC,0.58,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
PACC,0.34,1.0,0.96,0.15,0.44,0.42,0.69,0.16,0.15
T50,0.46,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MAX,0.53,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS,0.51,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS2,0.51,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
X,0.6,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
SMM,0.34,1.0,0.96,0.15,0.43,0.42,0.69,0.16,0.15
DyS,0.35,1.0,0.95,0.15,0.43,0.41,0.69,0.16,0.15
DySyn,0.38,1.0,0.94,0.16,0.43,0.41,0.69,0.16,0.15
HDy,0.36,0.99,0.97,0.15,0.43,0.42,0.69,0.16,0.15
ACC_syn,0.36,0.82,0.87,0.17,0.4,0.43,0.69,0.16,0.15
PACC_syn,0.39,0.55,0.84,0.22,0.31,0.47,0.69,0.16,0.15
X_syn,0.13,0.0,0.33,0.28,0.0,0.72,0.69,0.16,0.15
MAX_syn,0.13,0.0,0.33,0.28,0.0,0.72,0.69,0.16,0.15
T50_syn,0.33,1.0,1.0,0.14,0.43,0.43,0.69,0.16,0.15
MS_syn,0.32,0.82,0.87,0.16,0.41,0.43,0.69,0.16,0.15
MS2_syn,0.32,0.75,0.87,0.17,0.39,0.45,0.69,0.16,0.15
SMM_syn,0.41,1.0,0.91,0.18,0.43,0.39,0.69,0.16,0.15
HDy_syn,0.33,1.0,0.97,0.14,0.43,0.42,0.69,0.16,0.15
CC2,0.62,0.25,0.13,0.62,0.25,0.13,0.69,0.16,0.15
PWK,0.62,0.22,0.16,0.62,0.22,0.16,0.69,0.16,0.15
HDx,0.8,0.12,0.05,0.8,0.12,0.05,0.69,0.16,0.15
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.66,0.2,0.14,0.66,0.2,0.14,0.69,0.16,0.15
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
CC,0.38,0.85,0.87,0.18,0.4,0.41,0.69,0.16,0.15
PCC,0.44,0.68,0.83,0.22,0.35,0.43,0.69,0.16,0.15
ACC,0.64,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
PACC,0.3,1.0,0.95,0.13,0.45,0.42,0.69,0.16,0.15
T50,0.48,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MAX,0.61,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS,0.58,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS2,0.6,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
X,0.64,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
SMM,0.3,1.0,0.95,0.13,0.44,0.42,0.69,0.16,0.15
DyS,0.31,0.95,0.93,0.14,0.44,0.42,0.69,0.16,0.15
DySyn,0.28,1.0,0.96,0.12,0.45,0.43,0.69,0.16,0.15
HDy,0.33,0.95,0.97,0.15,0.42,0.43,0.69,0.16,0.15
ACC_syn,0.28,0.8,0.85,0.15,0.41,0.44,0.69,0.16,0.15
PACC_syn,0.39,0.55,0.82,0.22,0.31,0.46,0.69,0.16,0.15
X_syn,0.12,0.0,0.34,0.26,0.0,0.74,0.69,0.16,0.15
MAX_syn,0.12,0.0,0.34,0.26,0.0,0.74,0.69,0.16,0.15
T50_syn,0.29,0.94,1.0,0.13,0.42,0.45,0.69,0.16,0.15
MS_syn,0.27,0.81,0.87,0.14,0.42,0.45,0.69,0.16,0.15
MS2_syn,0.26,0.75,0.87,0.14,0.4,0.46,0.69,0.16,0.15
SMM_syn,0.38,0.99,0.91,0.17,0.43,0.4,0.69,0.16,0.15
HDy_syn,0.22,1.0,0.96,0.1,0.46,0.44,0.69,0.16,0.15
CC2,0.66,0.2,0.14,0.66,0.2,0.14,0.69,0.16,0.15
PWK,0.6,0.25,0.15,0.6,0.25,0.15,0.69,0.16,0.15
HDx,0.88,0.03,0.03,0.88,0.03,0.03,0.69,0.16,0.15
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.73,0.04,0.23,0.73,0.04,0.23,0.69,0.16,0.15
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
CC,0.37,0.88,0.89,0.17,0.41,0.42,0.69,0.16,0.15
PCC,0.42,0.69,0.86,0.21,0.35,0.44,0.69,0.16,0.15
ACC,0.66,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
PACC,0.27,1.0,1.0,0.12,0.44,0.44,0.69,0.16,0.15
T50,0.54,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MAX,0.6,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS,0.59,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS2,0.6,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
X,0.63,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
SMM,0.27,1.0,1.0,0.12,0.44,0.44,0.69,0.16,0.15
DyS,0.29,1.0,0.98,0.13,0.44,0.43,0.69,0.16,0.15
DySyn,0.34,1.0,0.95,0.15,0.44,0.41,0.69,0.16,0.15
HDy,0.3,0.97,0.99,0.13,0.43,0.44,0.69,0.16,0.15
ACC_syn,0.3,0.84,0.89,0.15,0.41,0.44,0.69,0.16,0.15
PACC_syn,0.36,0.58,0.86,0.2,0.32,0.48,0.69,0.16,0.15
X_syn,0.08,0.0,0.37,0.18,0.0,0.82,0.69,0.16,0.15
MAX_syn,0.08,0.0,0.37,0.18,0.0,0.82,0.69,0.16,0.15
T50_syn,0.14,0.96,1.0,0.07,0.46,0.48,0.69,0.16,0.15
MS_syn,0.25,0.84,0.89,0.13,0.42,0.45,0.69,0.16,0.15
MS2_syn,0.25,0.75,0.89,0.13,0.4,0.47,0.69,0.16,0.15
SMM_syn,0.35,1.0,0.93,0.15,0.44,0.41,0.69,0.16,0.15
HDy_syn,0.31,1.0,0.96,0.14,0.44,0.42,0.69,0.16,0.15
CC2,0.66,0.21,0.13,0.66,0.21,0.13,0.69,0.16,0.15
PWK,0.63,0.23,0.14,0.63,0.23,0.14,0.69,0.16,0.15
HDx,0.81,0.13,0.02,0.81,0.13,0.02,0.69,0.16,0.15
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.71,0.16,0.12,0.71,0.16,0.12,0.69,0.16,0.15
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
CC,0.33,0.88,0.89,0.16,0.42,0.42,0.69,0.16,0.15
PCC,0.41,0.7,0.84,0.21,0.36,0.43,0.69,0.16,0.15
ACC,0.72,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
PACC,0.25,1.0,0.97,0.11,0.45,0.44,0.69,0.16,0.15
T50,0.48,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MAX,0.7,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS,0.58,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS2,0.59,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
X,0.71,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
SMM,0.25,1.0,0.97,0.11,0.45,0.44,0.69,0.16,0.15
DyS,0.32,1.0,0.93,0.14,0.44,0.41,0.69,0.16,0.15
DySyn,0.36,1.0,0.93,0.16,0.44,0.41,0.69,0.16,0.15
HDy,0.35,1.0,0.95,0.15,0.44,0.41,0.69,0.16,0.15
ACC_syn,0.33,0.84,0.89,0.16,0.41,0.43,0.69,0.16,0.15
PACC_syn,0.41,0.61,0.84,0.22,0.33,0.45,0.69,0.16,0.15
X_syn,0.13,0.0,0.42,0.24,0.0,0.76,0.69,0.16,0.15
MAX_syn,0.13,0.0,0.42,0.24,0.0,0.76,0.69,0.16,0.15
T50_syn,0.49,0.98,1.0,0.2,0.4,0.4,0.69,0.16,0.15
MS_syn,0.33,0.84,0.89,0.16,0.41,0.43,0.69,0.16,0.15
MS2_syn,0.33,0.8,0.86,0.17,0.4,0.43,0.69,0.16,0.15
SMM_syn,0.39,1.0,0.92,0.17,0.43,0.4,0.69,0.16,0.15
HDy_syn,0.33,1.0,0.95,0.14,0.44,0.42,0.69,0.16,0.15
CC2,0.68,0.17,0.15,0.68,0.17,0.15,0.69,0.16,0.15
PWK,0.63,0.17,0.2,0.63,0.17,0.2,0.69,0.16,0.15
HDx,0.8,0.05,0.07,0.8,0.05,0.07,0.69,0.16,0.15
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.74,0.06,0.21,0.74,0.06,0.21,0.69,0.16,0.15
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyML,0.0,0.98,0.02,0.0,0.98,0.02,0.69,0.16,0.15
CC,0.4,0.9,0.89,0.18,0.41,0.41,0.69,0.16,0.15
PCC,0.46,0.68,0.85,0.23,0.34,0.43,0.69,0.16,0.15
ACC,0.61,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
PACC,0.34,1.0,1.0,0.14,0.43,0.43,0.69,0.16,0.15
T50,0.52,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MAX,0.47,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS,0.49,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS2,0.49,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
X,0.59,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
SMM,0.34,1.0,1.0,0.15,0.43,0.43,0.69,0.16,0.15
DyS,0.33,1.0,0.97,0.14,0.43,0.42,0.69,0.16,0.15
DySyn,0.37,1.0,0.98,0.16,0.43,0.42,0.69,0.16,0.15
HDy,0.38,0.98,1.0,0.16,0.42,0.42,0.69,0.16,0.15
ACC_syn,0.33,0.86,0.89,0.16,0.41,0.43,0.69,0.16,0.15
PACC_syn,0.41,0.58,0.85,0.22,0.31,0.46,0.69,0.16,0.15
X_syn,0.09,0.0,0.35,0.2,0.0,0.8,0.69,0.16,0.15
MAX_syn,0.09,0.0,0.35,0.2,0.0,0.8,0.69,0.16,0.15
T50_syn,0.34,1.0,1.0,0.15,0.43,0.43,0.69,0.16,0.15
MS_syn,0.3,0.87,0.89,0.15,0.42,0.43,0.69,0.16,0.15
MS2_syn,0.29,0.77,0.89,0.15,0.4,0.46,0.69,0.16,0.15
SMM_syn,0.42,1.0,0.94,0.18,0.42,0.4,0.69,0.16,0.15
HDy_syn,0.36,1.0,0.98,0.15,0.43,0.42,0.69,0.16,0.15
CC2,0.64,0.24,0.12,0.64,0.24,0.12,0.69,0.16,0.15
PWK,0.57,0.24,0.19,0.57,0.24,0.19,0.69,0.16,0.15
HDx,0.83,0.13,0.02,0.83,0.13,0.02,0.69,0.16,0.15
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.67,0.22,0.11,0.67,0.22,0.11,0.69,0.16,0.15
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
CC,0.33,0.86,0.91,0.16,0.41,0.43,0.69,0.16,0.15
PCC,0.4,0.69,0.87,0.2,0.35,0.44,0.69,0.16,0.15
ACC,0.72,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
PACC,0.23,1.0,1.0,0.1,0.45,0.45,0.69,0.16,0.15
T50,0.56,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MAX,0.63,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS,0.61,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS2,0.62,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
X,0.73,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
SMM,0.23,1.0,1.0,0.1,0.45,0.45,0.69,0.16,0.15
DyS,0.27,1.0,0.98,0.12,0.44,0.43,0.69,0.16,0.15
DySyn,0.31,1.0,0.98,0.14,0.44,0.43,0.69,0.16,0.15
HDy,0.31,0.97,0.99,0.14,0.43,0.44,0.69,0.16,0.15
ACC_syn,0.24,0.81,0.91,0.12,0.41,0.46,0.69,0.16,0.15
PACC_syn,0.32,0.59,0.87,0.18,0.33,0.49,0.69,0.16,0.15
X_syn,0.09,0.0,0.4,0.18,0.0,0.82,0.69,0.16,0.15
MAX_syn,0.09,0.0,0.4,0.18,0.0,0.82,0.69,0.16,0.15
T50_syn,0.17,0.98,1.0,0.08,0.46,0.47,0.69,0.16,0.15
MS_syn,0.25,0.81,0.91,0.13,0.41,0.46,0.69,0.16,0.15
MS2_syn,0.25,0.79,0.91,0.13,0.4,0.47,0.69,0.16,0.15
SMM_syn,0.33,1.0,0.95,0.14,0.44,0.42,0.69,0.16,0.15
HDy_syn,0.32,1.0,0.98,0.14,0.43,0.43,0.69,0.16,0.15
CC2,0.7,0.19,0.11,0.7,0.19,0.11,0.69,0.16,0.15
PWK,0.62,0.23,0.15,0.62,0.23,0.15,0.69,0.16,0.15
HDx,0.85,0.06,0.03,0.85,0.06,0.03,0.69,0.16,0.15
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.78,0.06,0.16,0.78,0.06,0.16,0.69,0.16,0.15
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
CC,0.42,0.83,0.89,0.2,0.39,0.42,0.69,0.16,0.15
PCC,0.48,0.66,0.85,0.24,0.33,0.43,0.69,0.16,0.15
ACC,0.58,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
PACC,0.37,1.0,0.99,0.16,0.42,0.42,0.69,0.16,0.15
T50,0.5,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MAX,0.44,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS,0.5,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS2,0.51,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
X,0.54,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
SMM,0.37,1.0,0.99,0.16,0.42,0.42,0.69,0.16,0.15
DyS,0.35,0.89,0.97,0.16,0.4,0.44,0.69,0.16,0.15
DySyn,0.38,1.0,0.96,0.16,0.43,0.41,0.69,0.16,0.15
HDy,0.38,0.89,0.98,0.17,0.4,0.43,0.69,0.16,0.15
ACC_syn,0.35,0.74,0.89,0.18,0.37,0.45,0.69,0.16,0.15
PACC_syn,0.42,0.56,0.85,0.23,0.31,0.46,0.69,0.16,0.15
X_syn,0.13,0.0,0.31,0.3,0.0,0.7,0.69,0.16,0.15
MAX_syn,0.13,0.0,0.31,0.3,0.0,0.7,0.69,0.16,0.15
T50_syn,0.44,1.0,1.0,0.18,0.41,0.41,0.69,0.16,0.15
MS_syn,0.32,0.78,0.89,0.16,0.39,0.45,0.69,0.16,0.15
MS2_syn,0.34,0.7,0.88,0.18,0.37,0.46,0.69,0.16,0.15
SMM_syn,0.46,0.98,0.93,0.19,0.41,0.39,0.69,0.16,0.15
HDy_syn,0.35,1.0,0.96,0.15,0.43,0.42,0.69,0.16,0.15
CC2,0.6,0.29,0.11,0.6,0.29,0.11,0.69,0.16,0.15
PWK,0.62,0.23,0.15,0.62,0.23,0.15,0.69,0.16,0.15
HDx,0.88,0.07,0.0,0.88,0.07,0.0,0.69,0.16,0.15
GAC,0.55,1.0,0.0,0.55,1.0,0.0,0.69,0.16,0.15
GPAC,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.62,0.28,0.09,0.62,0.28,0.09,0.69,0.16,0.15
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
CC,0.35,0.85,0.89,0.17,0.41,0.43,0.69,0.16,0.15
PCC,0.43,0.68,0.84,0.22,0.35,0.43,0.69,0.16,0.15
ACC,0.69,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
PACC,0.29,1.0,0.96,0.13,0.44,0.43,0.69,0.16,0.15
T50,0.5,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MAX,0.6,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS,0.54,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS2,0.55,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
X,0.69,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
SMM,0.29,1.0,0.96,0.13,0.44,0.43,0.69,0.16,0.15
DyS,0.33,1.0,0.95,0.15,0.44,0.42,0.69,0.16,0.15
DySyn,0.29,1.0,0.97,0.13,0.44,0.43,0.69,0.16,0.15
HDy,0.35,0.95,0.97,0.15,0.42,0.43,0.69,0.16,0.15
ACC_syn,0.29,0.8,0.89,0.15,0.4,0.45,0.69,0.16,0.15
PACC_syn,0.36,0.46,0.84,0.22,0.28,0.5,0.69,0.16,0.15
X_syn,0.1,0.0,0.33,0.23,0.0,0.77,0.69,0.16,0.15
MAX_syn,0.1,0.0,0.33,0.23,0.0,0.77,0.69,0.16,0.15
T50_syn,0.29,0.96,0.96,0.13,0.43,0.43,0.69,0.16,0.15
MS_syn,0.27,0.79,0.87,0.14,0.41,0.45,0.69,0.16,0.15
MS2_syn,0.35,0.77,0.86,0.18,0.39,0.43,0.69,0.16,0.15
SMM_syn,0.35,1.0,0.92,0.15,0.44,0.41,0.69,0.16,0.15
HDy_syn,0.26,1.0,0.96,0.12,0.45,0.43,0.69,0.16,0.15
CC2,0.66,0.21,0.13,0.66,0.21,0.13,0.69,0.16,0.15
PWK,0.62,0.22,0.16,0.62,0.22,0.16,0.69,0.16,0.15
HDx,0.84,0.06,0.05,0.84,0.06,0.05,0.69,0.16,0.15
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.71,0.11,0.18,0.71,0.11,0.18,0.69,0.16,0.15
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
CC,0.34,0.91,0.88,0.16,0.43,0.41,0.69,0.16,0.15
PCC,0.43,0.7,0.84,0.22,0.35,0.43,0.69,0.16,0.15
ACC,0.7,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
PACC,0.29,1.0,0.96,0.13,0.44,0.43,0.69,0.16,0.15
T50,0.5,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MAX,0.55,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS,0.55,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
MS2,0.55,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
X,0.69,0.0,0.0,1.0,0.0,0.0,0.69,0.16,0.15
SMM,0.29,1.0,0.96,0.13,0.44,0.43,0.69,0.16,0.15
DyS,0.32,1.0,0.96,0.14,0.44,0.42,0.69,0.16,0.15
DySyn,0.31,1.0,0.93,0.14,0.45,0.42,0.69,0.16,0.15
HDy,0.32,1.0,0.97,0.14,0.43,0.42,0.69,0.16,0.15
ACC_syn,0.27,0.9,0.88,0.13,0.44,0.43,0.69,0.16,0.15
PACC_syn,0.37,0.59,0.84,0.21,0.33,0.47,0.69,0.16,0.15
X_syn,0.08,0.0,0.34,0.19,0.0,0.81,0.69,0.16,0.15
MAX_syn,0.08,0.0,0.34,0.19,0.0,0.81,0.69,0.16,0.15
T50_syn,0.28,1.0,0.98,0.12,0.44,0.43,0.69,0.16,0.15
MS_syn,0.28,0.88,0.88,0.14,0.43,0.43,0.69,0.16,0.15
MS2_syn,0.26,0.79,0.86,0.14,0.41,0.45,0.69,0.16,0.15
SMM_syn,0.38,1.0,0.91,0.17,0.44,0.4,0.69,0.16,0.15
HDy_syn,0.26,1.0,0.94,0.12,0.45,0.43,0.69,0.16,0.15
CC2,0.66,0.19,0.15,0.66,0.19,0.15,0.69,0.16,0.15
PWK,0.64,0.18,0.18,0.64,0.18,0.18,0.69,0.16,0.15
HDx,0.84,0.11,0.01,0.84,0.11,0.01,0.69,0.16,0.15
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.69,0.16,0.15
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
EMQ,0.73,0.08,0.19,0.73,0.08,0.19,0.69,0.16,0.15
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.69,0.16,0.15
CC,0.82,0.64,0.8,0.36,0.28,0.35,0.09,0.88,0.03
PCC,0.78,0.57,0.72,0.38,0.28,0.35,0.09,0.88,0.03
ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.88,0.03
PACC,0.89,0.11,0.68,0.53,0.07,0.4,0.09,0.88,0.03
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.88,0.03
MAX,0.02,0.0,0.08,0.22,0.0,0.78,0.09,0.88,0.03
MS,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.88,0.03
MS2,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.88,0.03
X,0.0,0.0,0.01,0.25,0.0,0.75,0.09,0.88,0.03
SMM,0.89,0.11,0.68,0.53,0.07,0.4,0.09,0.88,0.03
DyS,0.93,0.16,0.77,0.5,0.08,0.41,0.09,0.88,0.03
DySyn,0.89,1.0,0.86,0.32,0.36,0.31,0.09,0.88,0.03
HDy,0.95,0.28,0.86,0.46,0.13,0.41,0.09,0.88,0.03
ACC_syn,0.8,0.43,0.78,0.4,0.21,0.39,0.09,0.88,0.03
PACC_syn,0.75,0.42,0.69,0.4,0.23,0.37,0.09,0.88,0.03
X_syn,0.21,0.0,0.15,0.58,0.0,0.42,0.09,0.88,0.03
MAX_syn,0.21,0.0,0.15,0.58,0.0,0.42,0.09,0.88,0.03
T50_syn,0.92,0.64,0.86,0.38,0.26,0.36,0.09,0.88,0.03
MS_syn,0.8,0.41,0.77,0.4,0.21,0.39,0.09,0.88,0.03
MS2_syn,0.79,0.28,0.76,0.43,0.15,0.41,0.09,0.88,0.03
SMM_syn,1.0,0.78,0.91,0.37,0.29,0.34,0.09,0.88,0.03
HDy_syn,0.94,1.0,0.86,0.34,0.36,0.31,0.09,0.88,0.03
CC2,0.19,0.62,0.19,0.19,0.62,0.19,0.09,0.88,0.03
PWK,0.22,0.57,0.21,0.22,0.57,0.21,0.09,0.88,0.03
HDx,0.47,0.63,0.16,0.47,0.63,0.16,0.09,0.88,0.03
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.09,0.88,0.03
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.09,0.88,0.03
FM,0.0,0.0,1.0,0.0,0.0,1.0,0.09,0.88,0.03
EMQ,0.02,0.8,0.18,0.02,0.8,0.18,0.09,0.88,0.03
KDEyHD,0.01,0.0,0.99,0.01,0.0,0.99,0.09,0.88,0.03
KDEyCS,0.4,0.0,0.6,0.4,0.0,0.6,0.09,0.88,0.03
KDEyML,0.0,0.0,1.0,0.0,0.0,1.0,0.09,0.88,0.03
CC,0.75,0.67,0.83,0.33,0.3,0.37,0.09,0.88,0.03
PCC,0.74,0.57,0.75,0.36,0.28,0.37,0.09,0.88,0.03
ACC,0.09,0.0,0.0,1.0,0.0,0.0,0.09,0.88,0.03
PACC,0.82,0.08,0.76,0.49,0.05,0.46,0.09,0.88,0.03
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.88,0.03
MAX,0.12,0.0,0.04,0.77,0.0,0.23,0.09,0.88,0.03
MS,0.03,0.0,0.0,1.0,0.0,0.0,0.09,0.88,0.03
MS2,0.03,0.0,0.0,1.0,0.0,0.0,0.09,0.88,0.03
X,0.13,0.0,0.0,1.0,0.0,0.0,0.09,0.88,0.03
SMM,0.82,0.08,0.76,0.49,0.05,0.46,0.09,0.88,0.03
