qnt,batch_index,cDefacement_p,cbenign_p,cmalware_p,cphishing_p,cspam_p,cDefacement_p_normalized,cbenign_p_normalized,cmalware_p_normalized,cphishing_p_normalized,cspam_p_normalized,cDefacement_real,cbenign_real,cmalware_real,cphishing_real,cspam_real
X_syn,92,0.51,0.63,0.34,0.34,0.47,0.22,0.28,0.15,0.15,0.21,0.12,0.09,0.24,0.19,0.36
MAX_syn,92,0.51,0.63,0.34,0.34,0.47,0.22,0.28,0.15,0.15,0.21,0.12,0.09,0.24,0.19,0.36
T50_syn,92,1.0,0.94,0.88,0.94,0.55,0.23,0.22,0.2,0.22,0.13,0.12,0.09,0.24,0.19,0.36
MS_syn,92,0.93,0.89,0.77,0.82,0.62,0.23,0.22,0.19,0.2,0.15,0.12,0.09,0.24,0.19,0.36
MS2_syn,92,0.93,0.89,0.77,0.82,0.62,0.23,0.22,0.19,0.2,0.15,0.12,0.09,0.24,0.19,0.36
SMM_syn,92,0.98,0.95,0.84,0.87,0.69,0.23,0.22,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
HDy_syn,92,0.97,0.92,0.84,0.88,0.51,0.24,0.22,0.2,0.21,0.12,0.12,0.09,0.24,0.19,0.36
DyS_cdt,92,0.92,0.89,0.77,0.81,0.64,0.23,0.22,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
ACC_cdt,92,0.0,0.0,0.1,0.0,0.31,0.0,0.0,0.25,0.0,0.75,0.12,0.09,0.24,0.19,0.36
PACC_cdt,92,0.9,0.87,0.77,0.81,0.64,0.23,0.22,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
X_cdt,92,0.0,0.0,0.07,0.02,0.33,0.0,0.0,0.16,0.05,0.79,0.12,0.09,0.24,0.19,0.36
MAX_cdt,92,0.0,0.0,0.08,0.05,0.33,0.0,0.0,0.18,0.1,0.72,0.12,0.09,0.24,0.19,0.36
T50_cdt,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
MS_cdt,92,0.0,0.0,0.04,0.0,0.3,0.0,0.0,0.11,0.0,0.89,0.12,0.09,0.24,0.19,0.36
MS2_cdt,92,0.0,0.0,0.04,0.0,0.3,0.0,0.0,0.13,0.0,0.87,0.12,0.09,0.24,0.19,0.36
SMM_cdt,92,0.9,0.87,0.77,0.81,0.64,0.23,0.22,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
HDy_cdt,92,0.97,0.96,0.83,0.89,0.66,0.23,0.22,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
CC2,92,0.06,0.16,0.22,0.19,0.37,0.06,0.16,0.22,0.19,0.37,0.12,0.09,0.24,0.19,0.36
PWK,92,0.12,0.09,0.26,0.15,0.38,0.12,0.09,0.26,0.15,0.38,0.12,0.09,0.24,0.19,0.36
HDx,92,0.13,0.12,0.31,0.11,0.35,0.13,0.12,0.31,0.11,0.35,0.12,0.09,0.24,0.19,0.36
GAC,92,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
GPAC,92,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
FM,92,0.25,0.75,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
EMQ,92,0.07,0.15,0.23,0.18,0.37,0.07,0.15,0.23,0.18,0.37,0.12,0.09,0.24,0.19,0.36
KDEyHD,92,0.0,0.63,0.1,0.28,0.0,0.0,0.63,0.1,0.28,0.0,0.12,0.09,0.24,0.19,0.36
KDEyCS,92,0.0,0.45,0.55,0.0,0.0,0.0,0.45,0.55,0.0,0.0,0.12,0.09,0.24,0.19,0.36
KDEyML,92,0.0,0.44,0.25,0.12,0.19,0.0,0.44,0.25,0.12,0.19,0.12,0.09,0.24,0.19,0.36
CC,93,0.96,0.95,0.76,0.85,0.63,0.23,0.23,0.18,0.2,0.15,0.12,0.09,0.24,0.19,0.36
PCC,93,0.9,0.91,0.76,0.83,0.63,0.22,0.23,0.19,0.21,0.16,0.12,0.09,0.24,0.19,0.36
ACC,93,0.0,0.0,0.12,0.0,0.33,0.0,0.0,0.26,0.0,0.74,0.12,0.09,0.24,0.19,0.36
PACC,93,0.92,0.94,0.76,0.85,0.61,0.23,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
T50,93,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.0,0.12,0.09,0.24,0.19,0.36
MAX,93,0.0,0.0,0.12,0.0,0.36,0.0,0.0,0.25,0.0,0.75,0.12,0.09,0.24,0.19,0.36
MS,93,0.0,0.0,0.05,0.0,0.33,0.0,0.0,0.13,0.0,0.87,0.12,0.09,0.24,0.19,0.36
MS2,93,0.0,0.0,0.06,0.0,0.33,0.0,0.0,0.16,0.0,0.84,0.12,0.09,0.24,0.19,0.36
X,93,0.0,0.0,0.1,0.0,0.36,0.0,0.0,0.22,0.0,0.78,0.12,0.09,0.24,0.19,0.36
SMM,93,0.92,0.94,0.76,0.85,0.61,0.23,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
DyS,93,0.95,0.95,0.76,0.86,0.61,0.23,0.23,0.18,0.21,0.15,0.12,0.09,0.24,0.19,0.36
DySyn,93,0.96,0.96,0.77,0.89,0.61,0.23,0.23,0.18,0.21,0.15,0.12,0.09,0.24,0.19,0.36
HDy,93,0.98,0.98,0.81,0.94,0.63,0.23,0.23,0.19,0.22,0.15,0.12,0.09,0.24,0.19,0.36
ACC_syn,93,0.96,0.95,0.76,0.85,0.63,0.23,0.23,0.18,0.2,0.15,0.12,0.09,0.24,0.19,0.36
PACC_syn,93,0.9,0.91,0.76,0.83,0.63,0.22,0.23,0.19,0.21,0.16,0.12,0.09,0.24,0.19,0.36
X_syn,93,0.39,0.66,0.34,0.35,0.34,0.19,0.32,0.16,0.17,0.16,0.12,0.09,0.24,0.19,0.36
MAX_syn,93,0.39,0.66,0.34,0.35,0.34,0.19,0.32,0.16,0.17,0.16,0.12,0.09,0.24,0.19,0.36
T50_syn,93,0.98,0.96,0.92,0.94,0.6,0.22,0.22,0.21,0.21,0.14,0.12,0.09,0.24,0.19,0.36
MS_syn,93,0.96,0.95,0.76,0.85,0.6,0.23,0.23,0.18,0.21,0.15,0.12,0.09,0.24,0.19,0.36
MS2_syn,93,0.96,0.95,0.75,0.85,0.61,0.23,0.23,0.18,0.21,0.15,0.12,0.09,0.24,0.19,0.36
SMM_syn,93,0.99,1.0,0.82,0.9,0.65,0.23,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
HDy_syn,93,0.97,0.96,0.8,0.91,0.58,0.23,0.23,0.19,0.22,0.14,0.12,0.09,0.24,0.19,0.36
DyS_cdt,93,0.95,0.95,0.76,0.86,0.61,0.23,0.23,0.18,0.21,0.15,0.12,0.09,0.24,0.19,0.36
ACC_cdt,93,0.0,0.0,0.12,0.0,0.33,0.0,0.0,0.26,0.0,0.74,0.12,0.09,0.24,0.19,0.36
PACC_cdt,93,0.92,0.94,0.76,0.85,0.61,0.23,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
X_cdt,93,0.0,0.0,0.1,0.0,0.36,0.0,0.0,0.22,0.0,0.78,0.12,0.09,0.24,0.19,0.36
MAX_cdt,93,0.0,0.0,0.12,0.0,0.36,0.0,0.0,0.25,0.0,0.75,0.12,0.09,0.24,0.19,0.36
T50_cdt,93,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.0,0.12,0.09,0.24,0.19,0.36
MS_cdt,93,0.0,0.0,0.05,0.0,0.33,0.0,0.0,0.13,0.0,0.87,0.12,0.09,0.24,0.19,0.36
MS2_cdt,93,0.0,0.0,0.06,0.0,0.33,0.0,0.0,0.16,0.0,0.84,0.12,0.09,0.24,0.19,0.36
SMM_cdt,93,0.92,0.94,0.76,0.85,0.61,0.23,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
HDy_cdt,93,0.98,0.98,0.81,0.94,0.63,0.23,0.23,0.19,0.22,0.15,0.12,0.09,0.24,0.19,0.36
CC2,93,0.09,0.08,0.23,0.18,0.42,0.09,0.08,0.23,0.18,0.42,0.12,0.09,0.24,0.19,0.36
PWK,93,0.11,0.09,0.25,0.18,0.37,0.11,0.09,0.25,0.18,0.37,0.12,0.09,0.24,0.19,0.36
HDx,93,0.1,0.06,0.25,0.22,0.37,0.1,0.06,0.25,0.22,0.37,0.12,0.09,0.24,0.19,0.36
GAC,93,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
GPAC,93,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
FM,93,0.24,0.16,0.59,0.0,0.0,0.24,0.16,0.59,0.0,0.0,0.12,0.09,0.24,0.19,0.36
EMQ,93,0.08,0.06,0.27,0.17,0.42,0.08,0.06,0.27,0.17,0.42,0.12,0.09,0.24,0.19,0.36
KDEyHD,93,0.0,0.11,0.89,0.0,0.0,0.0,0.11,0.89,0.0,0.0,0.12,0.09,0.24,0.19,0.36
KDEyCS,93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
KDEyML,93,0.09,0.0,0.66,0.25,0.0,0.09,0.0,0.66,0.25,0.0,0.12,0.09,0.24,0.19,0.36
CC,94,0.9,0.92,0.79,0.82,0.66,0.22,0.22,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
PCC,94,0.88,0.91,0.77,0.83,0.64,0.22,0.23,0.19,0.21,0.16,0.12,0.09,0.24,0.19,0.36
ACC,94,0.0,0.0,0.08,0.0,0.3,0.0,0.0,0.21,0.0,0.79,0.12,0.09,0.24,0.19,0.36
PACC,94,0.89,0.93,0.77,0.86,0.63,0.22,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
T50,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
MAX,94,0.0,0.0,0.09,0.0,0.31,0.0,0.0,0.23,0.0,0.77,0.12,0.09,0.24,0.19,0.36
MS,94,0.0,0.0,0.04,0.0,0.3,0.0,0.0,0.13,0.0,0.87,0.12,0.09,0.24,0.19,0.36
MS2,94,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.14,0.0,0.86,0.12,0.09,0.24,0.19,0.36
X,94,0.0,0.0,0.1,0.0,0.32,0.0,0.0,0.25,0.0,0.75,0.12,0.09,0.24,0.19,0.36
SMM,94,0.89,0.93,0.77,0.86,0.63,0.22,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
DyS,94,0.89,0.96,0.77,0.87,0.64,0.22,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
DySyn,94,0.9,0.96,0.82,0.91,0.64,0.21,0.23,0.19,0.22,0.15,0.12,0.09,0.24,0.19,0.36
HDy,94,0.93,0.99,0.83,0.92,0.67,0.22,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
ACC_syn,94,0.9,0.92,0.79,0.82,0.66,0.22,0.22,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
PACC_syn,94,0.88,0.91,0.77,0.83,0.64,0.22,0.23,0.19,0.21,0.16,0.12,0.09,0.24,0.19,0.36
X_syn,94,0.52,0.67,0.33,0.45,0.43,0.22,0.28,0.14,0.19,0.18,0.12,0.09,0.24,0.19,0.36
MAX_syn,94,0.52,0.67,0.33,0.45,0.43,0.22,0.28,0.14,0.19,0.18,0.12,0.09,0.24,0.19,0.36
T50_syn,94,0.94,1.0,0.86,0.98,0.43,0.22,0.24,0.21,0.23,0.1,0.12,0.09,0.24,0.19,0.36
MS_syn,94,0.9,0.92,0.79,0.82,0.63,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
MS2_syn,94,0.9,0.92,0.79,0.82,0.64,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
SMM_syn,94,0.97,0.99,0.83,0.91,0.68,0.22,0.23,0.19,0.21,0.16,0.12,0.09,0.24,0.19,0.36
HDy_syn,94,0.91,0.96,0.83,0.92,0.63,0.21,0.23,0.2,0.22,0.15,0.12,0.09,0.24,0.19,0.36
DyS_cdt,94,0.89,0.96,0.77,0.87,0.64,0.22,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
ACC_cdt,94,0.0,0.0,0.08,0.0,0.3,0.0,0.0,0.21,0.0,0.79,0.12,0.09,0.24,0.19,0.36
PACC_cdt,94,0.89,0.93,0.77,0.86,0.63,0.22,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
X_cdt,94,0.0,0.0,0.1,0.0,0.32,0.0,0.0,0.25,0.0,0.75,0.12,0.09,0.24,0.19,0.36
MAX_cdt,94,0.0,0.0,0.09,0.0,0.31,0.0,0.0,0.23,0.0,0.77,0.12,0.09,0.24,0.19,0.36
T50_cdt,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
MS_cdt,94,0.0,0.0,0.04,0.0,0.3,0.0,0.0,0.13,0.0,0.87,0.12,0.09,0.24,0.19,0.36
MS2_cdt,94,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.14,0.0,0.86,0.12,0.09,0.24,0.19,0.36
SMM_cdt,94,0.89,0.93,0.77,0.86,0.63,0.22,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
HDy_cdt,94,0.93,0.99,0.83,0.92,0.67,0.22,0.23,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
CC2,94,0.11,0.11,0.25,0.18,0.35,0.11,0.11,0.25,0.18,0.35,0.12,0.09,0.24,0.19,0.36
PWK,94,0.13,0.12,0.21,0.16,0.38,0.13,0.12,0.21,0.16,0.38,0.12,0.09,0.24,0.19,0.36
HDx,94,0.13,0.07,0.3,0.26,0.31,0.13,0.07,0.3,0.26,0.31,0.12,0.09,0.24,0.19,0.36
GAC,94,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
GPAC,94,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
FM,94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
EMQ,94,0.12,0.08,0.27,0.16,0.37,0.12,0.08,0.27,0.16,0.37,0.12,0.09,0.24,0.19,0.36
KDEyHD,94,0.0,0.19,0.34,0.0,0.47,0.0,0.19,0.34,0.0,0.47,0.12,0.09,0.24,0.19,0.36
KDEyCS,94,0.0,0.0,0.67,0.0,0.33,0.0,0.0,0.67,0.0,0.33,0.12,0.09,0.24,0.19,0.36
KDEyML,94,0.0,0.82,0.05,0.0,0.13,0.0,0.82,0.05,0.0,0.13,0.12,0.09,0.24,0.19,0.36
CC,95,0.89,0.91,0.78,0.8,0.64,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
PCC,95,0.88,0.9,0.77,0.8,0.64,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
ACC,95,0.0,0.0,0.09,0.0,0.32,0.0,0.0,0.22,0.0,0.78,0.12,0.09,0.24,0.19,0.36
PACC,95,0.88,0.91,0.77,0.82,0.63,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
T50,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
MAX,95,0.0,0.02,0.09,0.01,0.34,0.0,0.04,0.2,0.02,0.74,0.12,0.09,0.24,0.19,0.36
MS,95,0.0,0.0,0.08,0.0,0.31,0.0,0.0,0.2,0.0,0.8,0.12,0.09,0.24,0.19,0.36
MS2,95,0.0,0.0,0.08,0.0,0.31,0.0,0.0,0.21,0.0,0.79,0.12,0.09,0.24,0.19,0.36
X,95,0.0,0.02,0.1,0.03,0.34,0.0,0.04,0.21,0.07,0.69,0.12,0.09,0.24,0.19,0.36
SMM,95,0.88,0.91,0.77,0.82,0.63,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
DyS,95,0.88,0.92,0.78,0.81,0.63,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
DySyn,95,0.91,0.91,0.81,0.84,0.61,0.22,0.22,0.2,0.21,0.15,0.12,0.09,0.24,0.19,0.36
HDy,95,0.94,0.95,0.82,0.9,0.65,0.22,0.22,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
ACC_syn,95,0.89,0.91,0.78,0.8,0.64,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
PACC_syn,95,0.88,0.9,0.77,0.8,0.64,0.22,0.22,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
X_syn,95,0.52,0.68,0.44,0.4,0.49,0.21,0.27,0.17,0.16,0.19,0.12,0.09,0.24,0.19,0.36
MAX_syn,95,0.52,0.68,0.44,0.4,0.49,0.21,0.27,0.17,0.16,0.19,0.12,0.09,0.24,0.19,0.36
T50_syn,95,0.96,0.92,0.76,0.96,0.43,0.24,0.23,0.19,0.24,0.11,0.12,0.09,0.24,0.19,0.36
MS_syn,95,0.89,0.91,0.77,0.8,0.62,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
MS2_syn,95,0.89,0.91,0.78,0.8,0.62,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
SMM_syn,95,0.95,0.99,0.83,0.87,0.68,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
HDy_syn,95,0.93,0.89,0.79,0.86,0.56,0.23,0.22,0.2,0.21,0.14,0.12,0.09,0.24,0.19,0.36
DyS_cdt,95,0.88,0.92,0.78,0.81,0.63,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
ACC_cdt,95,0.0,0.0,0.09,0.0,0.32,0.0,0.0,0.22,0.0,0.78,0.12,0.09,0.24,0.19,0.36
PACC_cdt,95,0.88,0.91,0.77,0.82,0.63,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
X_cdt,95,0.0,0.02,0.1,0.03,0.34,0.0,0.04,0.21,0.07,0.69,0.12,0.09,0.24,0.19,0.36
MAX_cdt,95,0.0,0.02,0.09,0.01,0.34,0.0,0.04,0.2,0.02,0.74,0.12,0.09,0.24,0.19,0.36
T50_cdt,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
MS_cdt,95,0.0,0.0,0.08,0.0,0.31,0.0,0.0,0.2,0.0,0.8,0.12,0.09,0.24,0.19,0.36
MS2_cdt,95,0.0,0.0,0.08,0.0,0.31,0.0,0.0,0.21,0.0,0.79,0.12,0.09,0.24,0.19,0.36
SMM_cdt,95,0.88,0.91,0.77,0.82,0.63,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
HDy_cdt,95,0.94,0.95,0.82,0.9,0.65,0.22,0.22,0.19,0.21,0.15,0.12,0.09,0.24,0.19,0.36
CC2,95,0.11,0.12,0.24,0.17,0.36,0.11,0.12,0.24,0.17,0.36,0.12,0.09,0.24,0.19,0.36
PWK,95,0.14,0.09,0.22,0.19,0.36,0.14,0.09,0.22,0.19,0.36,0.12,0.09,0.24,0.19,0.36
HDx,95,0.09,0.12,0.24,0.31,0.31,0.09,0.12,0.24,0.31,0.31,0.12,0.09,0.24,0.19,0.36
GAC,95,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
GPAC,95,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
FM,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
EMQ,95,0.11,0.1,0.25,0.18,0.37,0.11,0.1,0.25,0.18,0.37,0.12,0.09,0.24,0.19,0.36
KDEyHD,95,0.0,0.0,0.56,0.0,0.44,0.0,0.0,0.56,0.0,0.44,0.12,0.09,0.24,0.19,0.36
KDEyCS,95,0.0,0.0,0.61,0.39,0.0,0.0,0.0,0.61,0.39,0.0,0.12,0.09,0.24,0.19,0.36
KDEyML,95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.12,0.09,0.24,0.19,0.36
CC,96,0.89,0.91,0.8,0.81,0.68,0.22,0.22,0.2,0.2,0.17,0.12,0.09,0.24,0.19,0.36
PCC,96,0.87,0.88,0.78,0.82,0.67,0.22,0.22,0.19,0.2,0.17,0.12,0.09,0.24,0.19,0.36
ACC,96,0.0,0.0,0.07,0.0,0.28,0.0,0.0,0.19,0.0,0.81,0.12,0.09,0.24,0.19,0.36
PACC,96,0.87,0.89,0.79,0.83,0.66,0.22,0.22,0.2,0.21,0.16,0.12,0.09,0.24,0.19,0.36
T50,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
MAX,96,0.0,0.02,0.08,0.01,0.3,0.0,0.04,0.2,0.02,0.74,0.12,0.09,0.24,0.19,0.36
MS,96,0.0,0.0,0.05,0.0,0.29,0.0,0.0,0.14,0.0,0.86,0.12,0.09,0.24,0.19,0.36
MS2,96,0.0,0.0,0.05,0.0,0.29,0.0,0.0,0.15,0.0,0.85,0.12,0.09,0.24,0.19,0.36
X,96,0.0,0.02,0.08,0.02,0.3,0.0,0.04,0.19,0.05,0.72,0.12,0.09,0.24,0.19,0.36
SMM,96,0.87,0.89,0.79,0.83,0.66,0.22,0.22,0.2,0.21,0.16,0.12,0.09,0.24,0.19,0.36
DyS,96,0.87,0.9,0.79,0.84,0.67,0.21,0.22,0.19,0.21,0.16,0.12,0.09,0.24,0.19,0.36
DySyn,96,0.91,0.9,0.82,0.86,0.69,0.22,0.22,0.2,0.21,0.17,0.12,0.09,0.24,0.19,0.36
HDy,96,0.94,0.94,0.85,0.92,0.7,0.22,0.22,0.2,0.21,0.16,0.12,0.09,0.24,0.19,0.36
ACC_syn,96,0.89,0.91,0.8,0.81,0.68,0.22,0.22,0.2,0.2,0.17,0.12,0.09,0.24,0.19,0.36
PACC_syn,96,0.87,0.88,0.78,0.81,0.67,0.22,0.22,0.19,0.2,0.17,0.12,0.09,0.24,0.19,0.36
X_syn,96,0.47,0.65,0.36,0.41,0.45,0.2,0.28,0.15,0.18,0.19,0.12,0.09,0.24,0.19,0.36
MAX_syn,96,0.47,0.65,0.36,0.41,0.45,0.2,0.28,0.15,0.18,0.19,0.12,0.09,0.24,0.19,0.36
T50_syn,96,0.94,0.9,0.87,0.94,0.43,0.23,0.22,0.21,0.23,0.11,0.12,0.09,0.24,0.19,0.36
MS_syn,96,0.88,0.89,0.78,0.81,0.65,0.22,0.22,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
MS2_syn,96,0.88,0.89,0.79,0.8,0.65,0.22,0.22,0.2,0.2,0.16,0.12,0.09,0.24,0.19,0.36
SMM_syn,96,0.96,0.97,0.83,0.88,0.7,0.22,0.22,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
HDy_syn,96,0.93,0.89,0.86,0.88,0.69,0.22,0.21,0.2,0.21,0.16,0.12,0.09,0.24,0.19,0.36
DyS_cdt,96,0.87,0.9,0.79,0.84,0.67,0.21,0.22,0.19,0.21,0.16,0.12,0.09,0.24,0.19,0.36
ACC_cdt,96,0.0,0.0,0.07,0.0,0.28,0.0,0.0,0.19,0.0,0.81,0.12,0.09,0.24,0.19,0.36
PACC_cdt,96,0.87,0.89,0.79,0.83,0.66,0.22,0.22,0.2,0.21,0.16,0.12,0.09,0.24,0.19,0.36
X_cdt,96,0.0,0.02,0.08,0.02,0.3,0.0,0.04,0.19,0.05,0.72,0.12,0.09,0.24,0.19,0.36
MAX_cdt,96,0.0,0.02,0.08,0.01,0.3,0.0,0.04,0.2,0.02,0.74,0.12,0.09,0.24,0.19,0.36
T50_cdt,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
MS_cdt,96,0.0,0.0,0.05,0.0,0.29,0.0,0.0,0.14,0.0,0.86,0.12,0.09,0.24,0.19,0.36
MS2_cdt,96,0.0,0.0,0.05,0.0,0.29,0.0,0.0,0.15,0.0,0.85,0.12,0.09,0.24,0.19,0.36
SMM_cdt,96,0.87,0.89,0.79,0.83,0.66,0.22,0.22,0.2,0.21,0.16,0.12,0.09,0.24,0.19,0.36
HDy_cdt,96,0.94,0.94,0.85,0.92,0.7,0.22,0.22,0.2,0.21,0.16,0.12,0.09,0.24,0.19,0.36
CC2,96,0.13,0.1,0.21,0.21,0.35,0.13,0.1,0.21,0.21,0.35,0.12,0.09,0.24,0.19,0.36
PWK,96,0.15,0.11,0.19,0.19,0.36,0.15,0.11,0.19,0.19,0.36,0.12,0.09,0.24,0.19,0.36
HDx,96,0.19,0.21,0.22,0.28,0.27,0.19,0.21,0.22,0.28,0.27,0.12,0.09,0.24,0.19,0.36
GAC,96,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
GPAC,96,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
FM,96,0.73,0.0,0.27,0.0,0.0,0.73,0.0,0.27,0.0,0.0,0.12,0.09,0.24,0.19,0.36
EMQ,96,0.13,0.11,0.22,0.2,0.35,0.13,0.11,0.22,0.2,0.35,0.12,0.09,0.24,0.19,0.36
KDEyHD,96,0.25,0.0,0.0,0.05,0.71,0.25,0.0,0.0,0.05,0.71,0.12,0.09,0.24,0.19,0.36
KDEyCS,96,0.0,0.0,0.3,0.38,0.32,0.0,0.0,0.3,0.38,0.32,0.12,0.09,0.24,0.19,0.36
KDEyML,96,0.0,0.0,0.0,0.42,0.58,0.0,0.0,0.0,0.42,0.58,0.12,0.09,0.24,0.19,0.36
CC,97,0.92,0.93,0.75,0.83,0.65,0.23,0.23,0.18,0.2,0.16,0.12,0.09,0.24,0.19,0.36
PCC,97,0.88,0.92,0.75,0.81,0.65,0.22,0.23,0.19,0.2,0.16,0.12,0.09,0.24,0.19,0.36
ACC,97,0.0,0.0,0.13,0.0,0.31,0.0,0.0,0.29,0.0,0.71,0.12,0.09,0.24,0.19,0.36
PACC,97,0.89,0.94,0.74,0.82,0.64,0.22,0.23,0.18,0.2,0.16,0.12,0.09,0.24,0.19,0.36
T50,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.24,0.19,0.36
MAX,97,0.0,0.0,0.13,0.07,0.34,0.0,0.0,0.24,0.13,0.63,0.12,0.09,0.24,0.19,0.36
MS,97,0.0,0.0,0.07,0.0,0.29,0.0,0.0,0.2,0.0,0.8,0.12,0.09,0.24,0.19,0.36
MS2,97,0.0,0.0,0.08,0.0,0.29,0.0,0.0,0.21,0.0,0.79,0.12,0.09,0.24,0.19,0.36
X,97,0.0,0.0,0.13,0.03,0.33,0.0,0.0,0.26,0.07,0.67,0.12,0.09,0.24,0.19,0.36
SMM,97,0.89,0.94,0.74,0.82,0.64,0.22,0.23,0.18,0.2,0.16,0.12,0.09,0.24,0.19,0.36
