qnt,batch_index,cdraw_p,ceight_p,celeven_p,cfifteen_p,cfive_p,cfour_p,cfourteen_p,cnine_p,cone_p,cseven_p,csix_p,csixteen_p,cten_p,cthirteen_p,cthree_p,ctwelve_p,ctwo_p,czero_p,cdraw_p_normalized,ceight_p_normalized,celeven_p_normalized,cfifteen_p_normalized,cfive_p_normalized,cfour_p_normalized,cfourteen_p_normalized,cnine_p_normalized,cone_p_normalized,cseven_p_normalized,csix_p_normalized,csixteen_p_normalized,cten_p_normalized,cthirteen_p_normalized,cthree_p_normalized,ctwelve_p_normalized,ctwo_p_normalized,czero_p_normalized,cdraw_real,ceight_real,celeven_real,cfifteen_real,cfive_real,cfour_real,cfourteen_real,cnine_real,cone_real,cseven_real,csix_real,csixteen_real,cten_real,cthirteen_real,cthree_real,ctwelve_real,ctwo_real,czero_real
FM,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.03,0.01,0.02,0.0,0.0,0.01,0.0,0.11,0.02,0.28,0.15,0.07,0.0,0.09,0.15
EMQ,159,0.0,0.0,0.22,0.0,0.07,0.02,0.0,0.0,0.0,0.02,0.06,0.05,0.1,0.04,0.0,0.09,0.24,0.09,0.0,0.0,0.22,0.0,0.07,0.02,0.0,0.0,0.0,0.02,0.06,0.05,0.1,0.04,0.0,0.09,0.24,0.09,0.02,0.03,0.01,0.03,0.01,0.02,0.0,0.0,0.01,0.0,0.11,0.02,0.28,0.15,0.07,0.0,0.09,0.15
KDEyHD,159,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.72,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.72,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.03,0.01,0.03,0.01,0.02,0.0,0.0,0.01,0.0,0.11,0.02,0.28,0.15,0.07,0.0,0.09,0.15
KDEyCS,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.03,0.01,0.02,0.0,0.0,0.01,0.0,0.11,0.02,0.28,0.15,0.07,0.0,0.09,0.15
KDEyML,159,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.03,0.01,0.02,0.0,0.0,0.01,0.0,0.11,0.02,0.28,0.15,0.07,0.0,0.09,0.15
CC,160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
PCC,160,0.91,0.92,0.91,0.94,0.95,0.98,0.89,0.93,0.98,0.95,0.95,0.99,0.91,0.89,0.98,0.9,0.93,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
ACC,160,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
PACC,160,1.0,0.66,1.0,1.0,0.76,0.89,1.0,0.88,0.61,0.32,0.78,1.0,0.0,1.0,0.7,1.0,0.69,0.63,0.07,0.05,0.07,0.07,0.05,0.06,0.07,0.06,0.04,0.02,0.06,0.07,0.0,0.07,0.05,0.07,0.05,0.05,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
T50,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MAX,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MS,160,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MS2,160,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
X,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
SMM,160,1.0,0.66,1.0,1.0,0.76,0.89,1.0,0.88,0.61,0.32,0.78,1.0,0.0,1.0,0.7,1.0,0.69,0.63,0.07,0.05,0.07,0.07,0.05,0.06,0.07,0.06,0.04,0.02,0.06,0.07,0.0,0.07,0.05,0.07,0.05,0.05,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
DyS,160,1.0,0.7,1.0,1.0,0.8,0.9,1.0,0.98,0.7,0.23,0.82,1.0,0.0,1.0,0.7,1.0,0.69,0.86,0.07,0.05,0.07,0.07,0.06,0.06,0.07,0.07,0.05,0.02,0.06,0.07,0.0,0.07,0.05,0.07,0.05,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
DySyn,160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
HDy,160,1.0,0.8,1.0,1.0,0.8,0.92,1.0,1.0,0.8,0.39,0.84,1.0,0.35,1.0,0.69,1.0,0.8,0.78,0.07,0.05,0.07,0.07,0.05,0.06,0.07,0.07,0.05,0.03,0.06,0.07,0.02,0.07,0.05,0.07,0.05,0.05,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
ACC_syn,160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
PACC_syn,160,0.91,0.91,0.91,0.94,0.95,0.98,0.89,0.93,0.98,0.95,0.95,0.99,0.91,0.89,0.98,0.9,0.93,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
X_syn,160,0.0,0.17,0.0,0.34,0.45,0.64,0.05,0.0,0.69,0.22,0.4,0.89,0.0,0.0,0.6,0.0,0.59,0.8,0.0,0.03,0.0,0.06,0.08,0.11,0.01,0.0,0.12,0.04,0.07,0.15,0.0,0.0,0.1,0.0,0.1,0.14,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MAX_syn,160,0.0,0.17,0.0,0.34,0.45,0.64,0.05,0.0,0.69,0.22,0.4,0.89,0.0,0.0,0.6,0.0,0.59,0.8,0.0,0.03,0.0,0.06,0.08,0.11,0.01,0.0,0.12,0.04,0.07,0.15,0.0,0.0,0.1,0.0,0.1,0.14,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
T50_syn,160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MS_syn,160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MS2_syn,160,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
SMM_syn,160,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
HDy_syn,160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
DyS_cdt,160,1.0,1.0,1.0,1.0,0.8,0.9,1.0,1.0,0.7,0.23,1.0,1.0,1.0,1.0,0.7,1.0,0.69,0.86,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.01,0.06,0.06,0.06,0.06,0.04,0.06,0.04,0.05,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
ACC_cdt,160,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
PACC_cdt,160,0.91,0.91,0.91,0.94,0.76,0.89,0.89,0.93,0.61,0.32,0.95,1.0,0.91,0.89,0.7,1.0,0.69,0.63,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.02,0.06,0.07,0.06,0.06,0.05,0.07,0.05,0.04,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
X_cdt,160,0.0,0.17,0.0,0.34,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.35,0.0,0.0,0.05,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MAX_cdt,160,0.0,0.17,0.0,0.34,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.35,0.0,0.0,0.05,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
T50_cdt,160,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MS_cdt,160,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MS2_cdt,160,1.0,0.99,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
SMM_cdt,160,1.0,1.0,1.0,1.0,0.76,0.89,0.97,1.0,0.61,0.32,1.0,1.0,1.0,0.99,0.7,1.0,0.69,0.63,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.02,0.06,0.06,0.06,0.06,0.04,0.06,0.04,0.04,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
HDy_cdt,160,1.0,1.0,1.0,1.0,0.8,0.92,1.0,1.0,0.8,0.39,1.0,1.0,1.0,1.0,0.69,1.0,0.8,0.78,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.02,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.05,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
CC2,160,0.06,0.06,0.05,0.05,0.13,0.0,0.19,0.0,0.0,0.0,0.02,0.0,0.08,0.09,0.0,0.05,0.22,0.0,0.06,0.06,0.05,0.05,0.13,0.0,0.19,0.0,0.0,0.0,0.02,0.0,0.08,0.09,0.0,0.05,0.22,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
PWK,160,0.06,0.0,0.02,0.12,0.06,0.03,0.07,0.03,0.04,0.05,0.07,0.01,0.04,0.02,0.06,0.09,0.02,0.21,0.06,0.0,0.02,0.12,0.06,0.03,0.07,0.03,0.04,0.05,0.07,0.01,0.04,0.02,0.06,0.09,0.02,0.21,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
HDx,160,0.18,0.4,0.49,0.02,0.34,0.33,0.17,0.56,0.32,0.51,0.32,0.06,0.79,0.27,0.31,0.28,0.34,0.15,0.18,0.4,0.49,0.02,0.34,0.33,0.17,0.56,0.32,0.51,0.32,0.06,0.79,0.27,0.31,0.28,0.34,0.15,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
GAC,160,0.06,0.06,0.05,0.05,0.13,0.0,0.19,0.0,0.0,0.0,0.02,0.0,0.08,0.09,0.0,0.05,0.22,0.0,0.06,0.06,0.05,0.05,0.13,0.0,0.19,0.0,0.0,0.0,0.02,0.0,0.08,0.09,0.0,0.05,0.22,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
GPAC,160,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.87,1.0,1.0,0.52,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.87,1.0,1.0,0.52,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
FM,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
EMQ,160,0.14,0.0,0.12,0.12,0.0,0.04,0.0,0.0,0.01,0.07,0.08,0.01,0.04,0.0,0.0,0.03,0.17,0.17,0.14,0.0,0.12,0.12,0.0,0.04,0.0,0.0,0.01,0.07,0.08,0.01,0.04,0.0,0.0,0.03,0.17,0.17,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
KDEyHD,160,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.4,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.4,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
KDEyCS,160,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
KDEyML,160,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
CC,161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
PCC,161,0.91,0.91,0.91,0.94,0.95,0.98,0.88,0.93,0.97,0.95,0.96,0.99,0.91,0.89,0.97,0.89,0.92,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
ACC,161,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
PACC,161,1.0,0.65,1.0,1.0,0.78,0.9,1.0,0.82,0.57,0.3,0.83,1.0,0.0,1.0,0.62,1.0,0.64,0.51,0.07,0.05,0.07,0.07,0.06,0.07,0.07,0.06,0.04,0.02,0.06,0.07,0.0,0.07,0.05,0.07,0.05,0.04,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
T50,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MAX,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MS,161,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
MS2,161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
X,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
SMM,161,1.0,0.65,1.0,1.0,0.78,0.9,1.0,0.82,0.57,0.3,0.83,1.0,0.0,1.0,0.62,1.0,0.64,0.51,0.07,0.05,0.07,0.07,0.06,0.07,0.07,0.06,0.04,0.02,0.06,0.07,0.0,0.07,0.05,0.07,0.05,0.04,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
DyS,161,1.0,0.63,0.98,1.0,0.82,0.91,1.0,0.88,0.67,0.1,0.89,0.99,0.0,1.0,0.6,1.0,0.63,0.86,0.07,0.04,0.07,0.07,0.06,0.07,0.07,0.06,0.05,0.01,0.06,0.07,0.0,0.07,0.04,0.07,0.05,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
DySyn,161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
HDy,161,0.98,0.74,1.0,1.0,0.85,0.95,1.0,1.0,0.72,0.38,0.89,1.0,0.41,1.0,0.64,1.0,0.78,0.71,0.06,0.05,0.07,0.07,0.06,0.06,0.07,0.07,0.05,0.03,0.06,0.07,0.03,0.07,0.04,0.07,0.05,0.05,0.04,0.0,0.0,0.12,0.05,0.01,0.06,0.05,0.02,0.02,0.08,0.01,0.04,0.01,0.08,0.17,0.02,0.22
