qnt,batch_index,c1_p,c2_p,c3_p,c4_p,c5_p,c6_p,c7_p,c1_p_normalized,c2_p_normalized,c3_p_normalized,c4_p_normalized,c5_p_normalized,c6_p_normalized,c7_p_normalized,c1_real,c2_real,c3_real,c4_real,c5_real,c6_real,c7_real
X_cdt,3,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.41,0.59,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX_cdt,3,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50_cdt,3,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS_cdt,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2_cdt,3,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM_cdt,3,0.89,0.43,0.37,0.96,1.0,0.43,0.94,0.18,0.09,0.07,0.19,0.2,0.09,0.19,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy_cdt,3,0.91,0.43,0.93,0.97,1.0,0.52,0.98,0.16,0.07,0.16,0.17,0.17,0.09,0.17,0.09,0.34,0.25,0.07,0.08,0.11,0.06
CC2,3,0.21,0.28,0.0,0.11,0.36,0.02,0.02,0.21,0.28,0.0,0.11,0.36,0.02,0.02,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PWK,3,0.09,0.18,0.2,0.09,0.27,0.13,0.04,0.09,0.18,0.2,0.09,0.27,0.13,0.04,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDx,3,0.16,0.74,0.16,0.42,0.77,0.75,0.35,0.16,0.74,0.16,0.42,0.77,0.75,0.35,0.09,0.34,0.25,0.07,0.08,0.11,0.06
GAC,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
GPAC,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
FM,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
EMQ,3,0.1,0.3,0.34,0.05,0.01,0.16,0.04,0.1,0.3,0.34,0.05,0.01,0.16,0.04,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyHD,3,0.0,0.04,0.0,0.0,0.53,0.0,0.44,0.0,0.04,0.0,0.0,0.53,0.0,0.44,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyCS,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyML,3,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.09,0.34,0.25,0.07,0.08,0.11,0.06
CC,4,0.82,0.97,1.0,0.88,1.0,1.0,0.97,0.12,0.15,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PCC,4,0.75,0.76,0.98,0.9,0.76,0.88,0.97,0.13,0.13,0.16,0.15,0.13,0.15,0.16,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC,4,0.87,0.49,0.36,0.96,0.37,0.43,0.92,0.2,0.11,0.08,0.22,0.08,0.1,0.21,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50,4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX,4,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
X,4,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM,4,0.87,0.49,0.36,0.96,0.37,0.43,0.92,0.2,0.11,0.08,0.22,0.08,0.1,0.21,0.09,0.34,0.25,0.07,0.08,0.11,0.06
DyS,4,0.88,0.42,0.72,0.94,0.33,0.48,0.96,0.19,0.09,0.15,0.2,0.07,0.1,0.2,0.09,0.34,0.25,0.07,0.08,0.11,0.06
DySyn,4,0.87,1.0,1.0,0.94,1.0,1.0,0.99,0.13,0.15,0.15,0.14,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy,4,0.92,0.45,0.81,0.97,0.33,0.51,0.99,0.19,0.09,0.16,0.19,0.07,0.1,0.2,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC_syn,4,0.8,0.97,1.0,0.88,1.0,1.0,0.97,0.12,0.15,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC_syn,4,0.72,0.74,0.98,0.9,0.74,0.88,0.97,0.12,0.12,0.17,0.15,0.12,0.15,0.16,0.09,0.34,0.25,0.07,0.08,0.11,0.06
X_syn,4,0.0,0.18,0.77,0.85,0.06,0.07,0.87,0.0,0.06,0.27,0.3,0.02,0.02,0.31,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX_syn,4,0.0,0.18,0.77,0.85,0.06,0.07,0.87,0.0,0.06,0.27,0.3,0.02,0.02,0.31,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50_syn,4,0.84,1.0,1.0,1.0,1.0,1.0,1.0,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS_syn,4,0.78,0.97,1.0,0.88,1.0,1.0,0.97,0.12,0.15,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2_syn,4,0.79,0.91,1.0,0.88,0.97,1.0,0.97,0.12,0.14,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM_syn,4,0.96,0.96,1.0,0.99,0.98,0.96,1.0,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy_syn,4,0.89,1.0,0.99,0.86,1.0,1.0,0.98,0.13,0.15,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
DyS_cdt,4,0.88,0.42,0.72,0.94,1.0,0.48,0.96,0.16,0.08,0.13,0.17,0.19,0.09,0.18,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC_cdt,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC_cdt,4,0.87,0.49,0.36,0.96,0.74,0.43,0.92,0.18,0.1,0.08,0.2,0.16,0.09,0.19,0.09,0.34,0.25,0.07,0.08,0.11,0.06
X_cdt,4,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.47,0.53,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX_cdt,4,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50_cdt,4,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS_cdt,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2_cdt,4,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM_cdt,4,0.87,0.49,0.36,0.96,0.98,0.43,0.92,0.17,0.1,0.07,0.19,0.2,0.09,0.18,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy_cdt,4,0.92,0.45,0.81,0.97,1.0,0.51,0.99,0.16,0.08,0.14,0.17,0.18,0.09,0.17,0.09,0.34,0.25,0.07,0.08,0.11,0.06
CC2,4,0.25,0.22,0.0,0.12,0.37,0.01,0.03,0.25,0.22,0.0,0.12,0.37,0.01,0.03,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PWK,4,0.09,0.26,0.17,0.1,0.19,0.12,0.07,0.09,0.26,0.17,0.1,0.19,0.12,0.07,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDx,4,0.16,0.72,0.16,0.49,0.73,0.76,0.38,0.16,0.72,0.16,0.49,0.73,0.76,0.38,0.09,0.34,0.25,0.07,0.08,0.11,0.06
GAC,4,1.0,0.0,0.16,0.0,1.0,1.0,1.0,1.0,0.0,0.16,0.0,1.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
GPAC,4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
FM,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
EMQ,4,0.07,0.21,0.33,0.07,0.13,0.12,0.06,0.07,0.21,0.33,0.07,0.13,0.12,0.06,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyHD,4,0.07,0.0,0.0,0.0,0.55,0.0,0.38,0.07,0.0,0.0,0.0,0.55,0.0,0.38,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyCS,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyML,4,0.41,0.0,0.0,0.0,0.48,0.0,0.11,0.41,0.0,0.0,0.0,0.48,0.0,0.11,0.09,0.34,0.25,0.07,0.08,0.11,0.06
CC,5,0.85,0.98,1.0,0.87,0.99,0.99,0.99,0.13,0.15,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PCC,5,0.75,0.76,0.98,0.89,0.76,0.88,0.98,0.13,0.13,0.16,0.15,0.13,0.15,0.16,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC,5,0.87,0.52,0.46,0.94,0.34,0.4,0.95,0.19,0.12,0.1,0.21,0.08,0.09,0.21,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50,5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX,5,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
X,5,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM,5,0.87,0.52,0.46,0.94,0.34,0.4,0.95,0.19,0.12,0.1,0.21,0.08,0.09,0.21,0.09,0.34,0.25,0.07,0.08,0.11,0.06
DyS,5,0.87,0.43,0.85,0.93,0.32,0.55,0.98,0.18,0.09,0.17,0.19,0.07,0.11,0.2,0.09,0.34,0.25,0.07,0.08,0.11,0.06
DySyn,5,0.88,1.0,1.0,0.94,1.0,1.0,1.0,0.13,0.15,0.15,0.14,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy,5,0.92,0.47,0.94,0.97,0.33,0.59,0.99,0.18,0.09,0.18,0.19,0.06,0.11,0.19,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC_syn,5,0.83,0.98,1.0,0.87,0.99,0.99,0.99,0.13,0.15,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC_syn,5,0.73,0.74,0.98,0.89,0.74,0.88,0.98,0.12,0.12,0.17,0.15,0.12,0.15,0.16,0.09,0.34,0.25,0.07,0.08,0.11,0.06
X_syn,5,0.01,0.19,0.84,0.83,0.05,0.08,0.85,0.0,0.07,0.29,0.29,0.02,0.03,0.3,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX_syn,5,0.01,0.19,0.84,0.83,0.05,0.08,0.85,0.0,0.07,0.29,0.29,0.02,0.03,0.3,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50_syn,5,0.82,1.0,1.0,1.0,1.0,1.0,1.0,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS_syn,5,0.78,0.98,1.0,0.87,0.99,0.99,0.99,0.12,0.15,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2_syn,5,0.78,0.9,1.0,0.87,0.96,0.99,0.99,0.12,0.14,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM_syn,5,0.98,1.0,1.0,0.99,0.98,0.96,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy_syn,5,0.91,1.0,0.99,0.86,1.0,1.0,0.99,0.13,0.15,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
DyS_cdt,5,0.87,0.43,0.85,0.93,0.32,1.0,0.98,0.16,0.08,0.16,0.17,0.06,0.19,0.18,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC_cdt,5,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC_cdt,5,0.87,0.52,0.46,0.94,0.34,0.88,0.95,0.17,0.1,0.09,0.19,0.07,0.18,0.19,0.09,0.34,0.25,0.07,0.08,0.11,0.06
X_cdt,5,0.0,0.0,0.0,0.07,0.0,0.08,0.0,0.0,0.0,0.0,0.45,0.0,0.55,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX_cdt,5,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50_cdt,5,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.07,0.0,0.0,0.0,0.0,0.93,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS_cdt,5,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2_cdt,5,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM_cdt,5,0.87,0.52,0.46,0.94,0.34,0.96,0.95,0.17,0.1,0.09,0.19,0.07,0.19,0.19,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy_cdt,5,0.92,0.47,0.94,0.97,0.33,1.0,0.99,0.16,0.08,0.17,0.17,0.06,0.18,0.18,0.09,0.34,0.25,0.07,0.08,0.11,0.06
CC2,5,0.24,0.21,0.0,0.13,0.4,0.01,0.01,0.24,0.21,0.0,0.13,0.4,0.01,0.01,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PWK,5,0.1,0.25,0.13,0.13,0.18,0.16,0.05,0.1,0.25,0.13,0.13,0.18,0.16,0.05,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDx,5,0.15,0.75,0.16,0.47,0.76,0.75,0.35,0.15,0.75,0.16,0.47,0.76,0.75,0.35,0.09,0.34,0.25,0.07,0.08,0.11,0.06
GAC,5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
GPAC,5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
FM,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
EMQ,5,0.08,0.07,0.28,0.11,0.44,0.0,0.03,0.08,0.07,0.28,0.11,0.44,0.0,0.03,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyHD,5,0.0,0.0,0.0,0.0,0.77,0.0,0.23,0.0,0.0,0.0,0.0,0.77,0.0,0.23,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyCS,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyML,5,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
CC,6,0.87,0.95,1.0,0.91,1.0,1.0,0.96,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PCC,6,0.79,0.75,0.98,0.91,0.76,0.88,0.96,0.13,0.12,0.16,0.15,0.13,0.15,0.16,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC,6,0.92,0.45,0.33,0.97,0.35,0.45,0.9,0.21,0.1,0.08,0.22,0.08,0.1,0.21,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50,6,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX,6,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
X,6,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM,6,0.92,0.45,0.33,0.97,0.35,0.45,0.9,0.21,0.1,0.08,0.22,0.08,0.1,0.21,0.09,0.34,0.25,0.07,0.08,0.11,0.06
DyS,6,0.91,0.4,0.79,0.96,0.3,0.45,0.94,0.19,0.09,0.17,0.2,0.06,0.09,0.2,0.09,0.34,0.25,0.07,0.08,0.11,0.06
DySyn,6,0.89,1.0,1.0,0.95,1.0,1.0,0.99,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy,6,0.94,0.44,0.86,0.98,0.33,0.47,0.97,0.19,0.09,0.17,0.2,0.07,0.09,0.19,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC_syn,6,0.87,0.94,1.0,0.91,1.0,1.0,0.96,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC_syn,6,0.79,0.71,0.98,0.91,0.74,0.88,0.96,0.13,0.12,0.16,0.15,0.12,0.15,0.16,0.09,0.34,0.25,0.07,0.08,0.11,0.06
X_syn,6,0.0,0.17,0.74,0.81,0.08,0.07,0.81,0.0,0.06,0.28,0.3,0.03,0.03,0.3,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX_syn,6,0.0,0.17,0.74,0.81,0.08,0.07,0.81,0.0,0.06,0.28,0.3,0.03,0.03,0.3,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50_syn,6,0.94,1.0,1.0,1.0,1.0,1.0,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS_syn,6,0.87,0.94,1.0,0.91,1.0,1.0,0.96,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2_syn,6,0.86,0.89,1.0,0.91,0.98,1.0,0.96,0.13,0.14,0.15,0.14,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM_syn,6,0.86,0.95,1.0,1.0,0.97,0.97,1.0,0.13,0.14,0.15,0.15,0.14,0.14,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy_syn,6,0.9,1.0,0.99,0.93,1.0,1.0,0.99,0.13,0.15,0.15,0.14,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
DyS_cdt,6,0.91,0.4,0.79,0.96,1.0,0.45,0.94,0.17,0.07,0.14,0.18,0.18,0.08,0.17,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC_cdt,6,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC_cdt,6,0.92,0.45,0.33,0.97,0.74,0.45,0.9,0.19,0.09,0.07,0.2,0.15,0.09,0.19,0.09,0.34,0.25,0.07,0.08,0.11,0.06
X_cdt,6,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0.93,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX_cdt,6,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.83,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50_cdt,6,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS_cdt,6,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2_cdt,6,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
SMM_cdt,6,0.92,0.45,0.33,0.97,0.97,0.45,0.9,0.18,0.09,0.07,0.19,0.19,0.09,0.18,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDy_cdt,6,0.94,0.44,0.86,0.98,1.0,0.47,0.97,0.17,0.08,0.15,0.17,0.18,0.08,0.17,0.09,0.34,0.25,0.07,0.08,0.11,0.06
CC2,6,0.2,0.26,0.0,0.09,0.39,0.02,0.04,0.2,0.26,0.0,0.09,0.39,0.02,0.04,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PWK,6,0.08,0.26,0.17,0.11,0.18,0.14,0.06,0.08,0.26,0.17,0.11,0.18,0.14,0.06,0.09,0.34,0.25,0.07,0.08,0.11,0.06
HDx,6,0.14,0.74,0.16,0.52,0.79,0.77,0.37,0.14,0.74,0.16,0.52,0.79,0.77,0.37,0.09,0.34,0.25,0.07,0.08,0.11,0.06
GAC,6,1.0,0.0,0.9,0.0,1.0,1.0,1.0,1.0,0.0,0.9,0.0,1.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
GPAC,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
FM,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
EMQ,6,0.07,0.19,0.38,0.02,0.02,0.26,0.05,0.07,0.19,0.38,0.02,0.02,0.26,0.05,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyHD,6,0.29,0.0,0.0,0.0,0.15,0.0,0.56,0.29,0.0,0.0,0.0,0.15,0.0,0.56,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyCS,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
KDEyML,6,0.63,0.0,0.0,0.0,0.02,0.0,0.36,0.63,0.0,0.0,0.0,0.02,0.0,0.36,0.09,0.34,0.25,0.07,0.08,0.11,0.06
CC,7,0.85,0.91,1.0,0.86,0.99,1.0,0.96,0.13,0.14,0.15,0.13,0.15,0.15,0.15,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PCC,7,0.78,0.74,0.98,0.88,0.77,0.89,0.97,0.13,0.12,0.16,0.15,0.13,0.15,0.16,0.09,0.34,0.25,0.07,0.08,0.11,0.06
ACC,7,0.0,0.0,1.0,0.01,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
PACC,7,0.91,0.41,0.45,0.93,0.41,0.52,0.93,0.2,0.09,0.1,0.2,0.09,0.11,0.2,0.09,0.34,0.25,0.07,0.08,0.11,0.06
T50,7,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MAX,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
MS2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.11,0.06
